,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
236,0x871c,30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,12.58026782216666
237,0xcf18,29.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,5.992096714647148
238,0x1dad,20.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,14,1.5297232826572114
239,0xc918,28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,13.735942176452934
240,0x33c1,25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10.705559922203047
241,0x1b50,,,,,3,Buffet,motorcycle,1.0,Yes,Urban,43,16.852565465411075
242,0x27fe,38.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,3.104803754063122
243,0x1536,39.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,4.610073053407919
244,0xa152,26.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,9.122100805284978
245,0x9c9a,33.0,4.4,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43,10.906036622047266
246,0x3052,24.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25,9.088013799016629
247,0x1045,24.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6.232303380257063
248,0x2391,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,13.611566722180864
249,0x7ddd,35.0,4.2,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,13.611428630463365
250,0x279f,27.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,13.76389621081436
251,0xe76,,,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,7.7613504049535935
252,0xaefa,29.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,4.657591594556034
253,0xdad6,34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.34348721744546
254,0xc237,20.0,4.7,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,2.9845125606164586
255,0x4efc,29.0,4.8,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18,6.058876303690732
256,0x6e33,22.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,9.088084091848637
257,0xd92f,35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,10.417065790169566
258,0xd902,32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42,17.16483390266477
259,0xd91a,28.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,16.113872411808345
260,0x4f0c,30.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29,20.25368633952046
261,0x8456,22.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,17.076258901163584
262,0x3329,36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.790362124590408
263,0x1aa8,23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,19.76218981786228
264,0x144d,22.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,,19,3.025059810035751
265,0xd27b,29.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,19.839561441937033
266,0xadd6,34.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,17.075594401053486
267,0x7c60,38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,1.552700113213496
268,0x4fb8,35.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,11.007734763545226
269,0x1406,38.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,9.435201537103644
270,0xc63e,32.0,4.3,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35,10.280572823299664
271,0x7b03,20.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,10.867300461849286
272,0x4314,25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,12.417687563968219
273,0x9e5a,29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,,12,8.937860881520818
274,0xc044,32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,6047.919477618645
275,0xd7d3,39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,20.442929762531403
276,0x70b1,31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,16.660108123674217
277,0x59e5,37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,7.601385733220245
278,0xdeac,36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,13.18376361285662
279,0xa053,37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,20.856833724793514
280,0x4db,,,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12,16612.239054612844
281,0x7031,38.0,4.9,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,6.232373004458037
282,0xd3bc,37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,11.90486548690897
283,0x8de9,21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,,21,13.682164847789554
284,0x7c84,35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,4.469362226325186
285,0x96d2,22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,13.406355455361123
286,0x77b5,28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,3.073644028493284
287,0x75dc,39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20.20658151050987
288,0xbe78,29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,12.419724873014482
289,0x35a2,39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,3.1048037112960913
290,0x416f,25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,20.206316416484
291,0xa4f5,34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,4.674151774158205
292,0xa4eb,22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.105369976638969
293,0xd4da,27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10.444390862039635
294,0xb59b,28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,10.710903359460598
295,0x4f73,32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,4.674393132344068
296,0x6a7,,,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,16.60127679032794
297,0xadae,27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,10.756697878907259
298,0xb785,35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,12.236561539327266
299,0x8366,22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,4.663658229525843
300,0xbff2,35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,4.717601091654031
301,0x8f58,30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,1.5148048925665334
302,0x247c,39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,3.108988330546308
303,0x43b9,33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,9.219905581297702
304,0x9e8a,20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,12.256687342364243
305,0x47af,20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,4.717601091654031
306,0x1b40,34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,9.32694086948928
307,0xb4fb,22.0,4.7,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,10.88143182290501
308,0xb50,37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,2.9802493856658896
309,0x3376,20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,1.5302594867794963
310,0xbecb,33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,7.601614738376903
311,0x4357,21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,19.6609439476218
312,0x1486,33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,10.602417764169543
313,0x5b70,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,12.419602040798763
314,0x490e,36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,32,3.1450674354101187
315,0x3e21,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,4.588898780410501
316,0x26d4,32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,13.829931792707404
317,0xb20f,28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,19.975808791440553
318,0x7ada,21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,19.373745834957603
319,0xc4b3,39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.052706857839503
320,0x2a01,32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,3.1048037112960913
321,0x6357,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,9.178605956722741
322,0x73c,,,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.717601091654031
323,0x9c2a,36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,1.4901538782348211
324,0x31bd,28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,3.1053645456860735
325,0x970a,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.6612504538631265
326,0x2675,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,17.076258901163584
327,0xa200,30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,16.721430138837476
328,0x9bf9,32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,6.128419378147772
329,0x555d,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,13.610877575727713
330,0x5bd9,21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,,27,6.118630884362266
331,0xb2e9,31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,9.074342228950233
332,0x8633,37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,28,3.0589506429001907
333,0x4c34,20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.601870282602796
334,0xa998,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,1.4899271618026915
335,0x5efd,22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,1.554581660395558
336,0x8d83,20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,9.219708855854169
337,0x8a06,34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.618968653880124
338,0x5a2d,38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,6.209259881992308
339,0x4c1,,,,,3,Drinks,scooter,1.0,No,Metropolitian,26,20.182634488296788
340,0x83ea,32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,6.0362441968842395
341,0x2185,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,16.853347148196544
342,0x12e7,33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,13.612594236983208
343,0x5956,34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,3.0251443298722513
344,0x7814,32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,4.717601091654031
345,0xcee,,,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,10.867434750740234
346,0x5a07,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.77252320049916
347,0x340f,26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,10.641436954878344
348,0x8094,31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,12.420692539734093
349,0x3241,39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,6.081185877665372
350,0xde16,27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,1.5725337265584898
351,0xa176,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,7.683355299985663
352,0xc8c7,32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,7.568033295727001
353,0xaa97,39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,10.564540523636872
354,0xa64c,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,1.5323350129507805
355,0x7df5,37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,4.657133018447811
356,0x869e,37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,9.054052949855325
357,0x7725,38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,16.853347148196544
358,0xb6d2,28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,3.018226485755646
359,0x6edb,34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,16.852118690761422
360,0xaab4,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,17.074904296022552
361,0xaabd,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,8.937527873219437
362,0xc873,31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,13.620357163085172
363,0x1494,27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,12.43458552483367
364,0x1875,29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,17.137487720349842
365,0x2af5,38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,9.348325936441572
366,0x97b6,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,7.601874226775547
367,0xa56e,31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,4.657654936664735
368,0xaa3f,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,13.970007989630956
369,0x6226,24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,10,9.435201537103644
370,0x996b,33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,13.830053479895493
371,0xc595,29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,10.278596687518453
372,0x6bfb,38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,6.117761953543783
373,0x7e1f,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.05609596214784
374,0xb20d,39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,6.29013467758336
375,0xa11b,24.0,4.5,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,17.297865752893937
376,0x1db4,34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.193093962383628
377,0x2258,26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,8.942954308288511
378,0x1fd6,35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,6.050551152414774
379,0x6de1,36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,4.657579589250647
380,0x8b39,24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,16.660108123674217
381,0x8f8,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,17,11.007734763545226
382,0x997b,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,16.826241648639858
383,0xcdb6,26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,16.787888950821962
384,0x5a7a,32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,17.074256778776085
385,0x6de3,37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,13.403654333926204
386,0xe27a,26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20.28540209885158
387,0xab52,31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,20.253518127456115
388,0x4632,37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,13.970759660805674
389,0x4b8a,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,16.82747277312784
390,0x1623,37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,4.537571349795331
391,0xaa66,22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20.442929762531403
392,0x7ea,21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,4.560926277678764
393,0x4dfa,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.5524082339641314
394,0xa667,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,1.5524171485730924
395,0x6e9d,28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,6.208681983990208
396,0x5807,29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,20.442929762531403
397,0x9a32,31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,6.058919182241457
398,0x917d,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,3.040570257919934
399,0x8673,33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,6.29013467758336
400,0x4ac4,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.788957415835002
401,0x1b6a,,,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,12.074377561824095
402,0x7bd7,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,7.790401204125207
403,0x9735,29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,19.76238225553413
404,0x1a54,32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,10.86736612005452
405,0x819d,20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,16.65991730235705
406,0x96f0,26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,10.867138301963886
407,0x66f1,38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,16.721157280741494
408,0xc6e9,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,6.176576611902472
409,0xb8aa,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,2.979500009128889
410,0xc668,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,10.593374354298108
411,0x4c13,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19.76106632827338
412,0x824a,21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,1.5125847659544902
413,0xcb5b,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.4651858085512635
414,0x4cab,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,9.055898607597594
415,0xafc4,35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,12.464189804361935
416,0xc003,,,,,3,Snack,scooter,1.0,No,Metropolitian,20,17744.205087171256
417,0x18c0,,,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13,4.663432062116656
418,0x1655,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,10.7073450402143
419,0x7573,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,12.256076445503636
420,0x9201,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,17.07893408947644
421,0xa940,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,13.973206773195638
422,0x604,,,,,1,Drinks,scooter,0.0,No,Urban,27,6.217689154480999
423,0xd6ef,24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,11.904942935946266
424,0xb39b,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,1.554465957907003
425,0x8ce7,27.0,4.6,Windy,High,2,Drinks,scooter,,No,Urban,12,1.5522933434725565
426,0x9873,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,12.464528059484621
427,0x29ab,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,16.902495928528857
428,0x8198,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,4.6743187600926355
429,0x7b24,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,13.969606427741528
430,0x92ec,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,7.761160094214897
431,0x1aca,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,6.081389116626873
432,0xa348,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,3.0597099620857606
433,0xc733,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,11.007734763545226
434,0x14d0,30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,9.054052949855325
435,0xd800,37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,19.087110814123832
436,0x17db,39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,,25,4.537860441962009
437,0x6d58,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,16.90384389382123
438,0xded5,32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,48,12.58026782216666
439,0xa20a,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,13.787860239228515
440,0x7c9e,35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,3.1051337360123803
441,0x5ef3,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,4.527261448815863
442,0x80c2,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20.183799025950687
443,0xd2b0,27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,10.924204661889789
444,0x70ff,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,4.656945385554083
445,0x548e,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,19.97671211035263
446,0x26f1,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,10.86826311779086
447,0x4a1b,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,3.1162536571204393
448,0xbf6c,20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,19,12.58026782216666
449,0x5561,31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,10.724879289285115
450,0xafd4,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,3.1161417133993528
451,0x6957,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,7.573467822005023
452,0x9151,34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,7.762944133651041
453,0x9d4c,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,9.348114492110938
454,0xd413,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,7.631511904033099
455,0xc677,23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,16,10.923744985971144
456,0x4421,27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,6.217824017870779
457,0xa631,36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,3.0736184691855994
458,0x3a16,30.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,,42,20.853653606417506
459,0xdf8e,20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,1.5725337265584898
460,0xa04,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,10.906379592916469
461,0x4300,36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,33,3.1450674354101187
462,0x58c2,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,7.761839422210533
463,0xbbc6,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,16.85361872983505
464,0x50c4,28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,25,17.097073943158136
465,0xbcd5,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,1.520292545960268
466,0x6234,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,16.660108123674217
467,0xcc11,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,7.631520637793828
468,0x6445,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,11.917680464440235
469,0x33dc,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,16.659979129044938
470,0xacd8,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,13.583086214990413
471,0xbfb4,21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,3.027096858001169
472,0xd989,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,9.081116432145537
473,0x8b3f,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,6.058848944481087
474,0xdeb4,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.325299567430143
